time,task_type,id,position,battery_time,battery_percentage,next_task,next_time
2025-03-26 08:10:00,PO,,"(7, 3, 0)",0 days 01:00:00,100.0,PO,2025-03-26 08:11:00
2025-03-26 08:11:00,PO,,"(7, 0, 0)",0 days 00:59:00,98.33,A,2025-03-26 08:11:30
2025-03-26 08:11:30,A,NV48FLT7,"(7, 0, 0)",0 days 00:58:30,97.5,A,2025-03-26 08:11:50
2025-03-26 08:11:50,A,NV48FLT7,"(7, 1, 0)",0 days 00:58:10,96.94,A,2025-03-26 08:13:30
2025-03-26 08:13:30,A,NV48FLT7,"(2, 1, 0)",0 days 00:56:30,94.17,A,2025-03-26 08:13:50
2025-03-26 08:13:50,A,NV48FLT7,"(2, 2, 0)",0 days 00:56:10,93.61,RC,2025-03-26 08:16:20
2025-03-26 08:16:20,RC,,"(2, 2, 0)",0 days 00:55:40,92.78,RC,2025-03-26 08:05:40
2025-03-26 08:05:40,RC,,"(2, 1, 0)",0 days 00:55:20,92.22,RC,2025-03-26 08:14:00
2025-03-26 08:14:00,RC,,"(6, 1, 0)",0 days 00:54:00,90.0,RC,2025-03-26 08:10:40
2025-03-26 08:10:40,RC,,"(6, 3, 0)",0 days 00:53:20,88.89,RC,2025-03-26 08:21:00
2025-03-26 08:21:00,RC,,"(7, 3, 0)",0 days 00:53:00,88.33,PO,2025-03-26 08:19:00
2025-03-26 08:19:00,PO,,"(7, 3, 0)",0 days 00:53:00,88.33,PO,2025-03-26 08:20:00
2025-03-26 08:20:00,PO,,"(7, 0, 0)",0 days 00:52:00,86.67,A,2025-03-26 08:20:30
2025-03-26 08:20:30,A,22RCH9SX,"(7, 0, 0)",0 days 00:51:30,85.83,A,2025-03-26 08:21:10
2025-03-26 08:21:10,A,22RCH9SX,"(7, 2, 0)",0 days 00:50:50,84.72,A,2025-03-26 08:21:30
2025-03-26 08:21:30,A,22RCH9SX,"(6, 2, 0)",0 days 00:50:30,84.17,A,2025-03-26 08:21:50
2025-03-26 08:21:50,A,22RCH9SX,"(6, 3, 0)",0 days 00:50:10,83.61,A,2025-03-26 08:22:10
2025-03-26 08:22:10,A,22RCH9SX,"(5, 3, 0)",0 days 00:49:50,83.06,RC,2025-03-26 08:22:40
2025-03-26 08:22:40,RC,,"(5, 3, 0)",0 days 00:49:20,82.22,RC,2025-03-26 08:17:20
2025-03-26 08:17:20,RC,,"(7, 3, 0)",0 days 00:48:40,81.11,PO,2025-03-26 14:04:00
2025-03-26 14:04:00,PO,,"(7, 3, 0)",0 days 00:48:00,80.0,PO,2025-03-26 14:05:00
2025-03-26 14:05:00,PO,,"(7, 6, 0)",0 days 00:47:00,78.33,PO,2025-03-26 14:06:00
2025-03-26 14:06:00,PO,,"(4, 6, 0)",0 days 00:46:00,76.67,PO,2025-03-26 14:06:20
2025-03-26 14:06:20,PO,,"(4, 5, 0)",0 days 00:45:40,76.11,PO,2025-03-26 14:07:00
2025-03-26 14:07:00,PO,,"(2, 5, 0)",0 days 00:45:00,75.0,D,2025-03-26 14:07:30
2025-03-26 14:07:30,D,AIC78LBX,"(2, 5, 0)",0 days 00:44:30,74.17,D,2025-03-26 14:08:10
2025-03-26 14:08:10,D,AIC78LBX,"(2, 7, 0)",0 days 00:43:50,73.06,D,2025-03-26 14:09:50
2025-03-26 14:09:50,D,AIC78LBX,"(7, 7, 0)",0 days 00:42:10,70.28,RC,2025-03-26 14:12:20
2025-03-26 14:12:20,RC,,"(7, 7, 0)",0 days 00:41:40,69.44,RC,2025-03-26 14:09:40
2025-03-26 14:09:40,RC,,"(7, 3, 0)",0 days 00:40:20,67.22,PO,2025-03-26 14:16:00
2025-03-26 14:16:00,PO,,"(7, 3, 0)",0 days 00:40:20,67.22,PO,2025-03-26 14:16:40
2025-03-26 14:16:40,PO,,"(7, 1, 0)",0 days 00:39:40,66.11,PO,2025-03-26 14:18:00
2025-03-26 14:18:00,PO,,"(3, 1, 0)",0 days 00:38:20,63.89,PO,2025-03-26 14:18:20
2025-03-26 14:18:20,PO,,"(3, 2, 0)",0 days 00:38:00,63.33,D,2025-03-26 14:18:50
2025-03-26 14:18:50,D,KD1KPGT0,"(3, 2, 0)",0 days 00:37:30,62.5,D,2025-03-26 14:20:30
2025-03-26 14:20:30,D,KD1KPGT0,"(3, 7, 0)",0 days 00:35:50,59.72,D,2025-03-26 14:21:50
2025-03-26 14:21:50,D,KD1KPGT0,"(7, 7, 0)",0 days 00:34:30,57.5,RC,2025-03-26 14:22:20
2025-03-26 14:22:20,RC,,"(7, 7, 0)",0 days 00:34:00,56.67,RC,2025-03-26 14:21:40
2025-03-26 14:21:40,RC,,"(7, 3, 0)",0 days 00:32:40,54.44,,
