time,task_type,id,position,battery_time,battery_percentage,next_task,next_time
2025-03-27 08:25:00,PO,,"(28, 15, 0)",0 days 01:00:00,100.0,PO,2025-03-27 08:29:40
2025-03-27 08:29:40,PO,,"(28, 1, 0)",0 days 00:55:20,92.22,A,2025-03-27 08:30:10
2025-03-27 08:30:10,A,LDKLEZVZ,"(28, 1, 0)",0 days 00:54:50,91.39,A,2025-03-27 08:39:10
2025-03-27 08:39:10,A,LDKLEZVZ,"(1, 1, 0)",0 days 00:45:50,76.39,A,2025-03-27 08:43:50
2025-03-27 08:43:50,A,LDKLEZVZ,"(1, 15, 0)",0 days 00:41:10,68.61,A,2025-03-27 08:44:10
2025-03-27 08:44:10,A,LDKLEZVZ,"(1, 15, 1)",0 days 00:40:50,68.06,A,2025-03-27 08:44:30
2025-03-27 08:44:30,A,LDKLEZVZ,"(2, 15, 1)",0 days 00:40:30,67.5,RC,2025-03-27 08:45:00
2025-03-27 08:45:00,RC,,"(2, 15, 1)",0 days 00:40:00,66.67,RC,2025-03-27 08:22:20
2025-03-27 08:22:20,RC,,"(1, 15, 1)",0 days 00:39:40,66.11,RC,2025-03-27 08:24:40
2025-03-27 08:24:40,RC,,"(1, 28, 1)",0 days 00:35:20,58.89,RC,2025-03-27 08:31:00
2025-03-27 08:31:00,RC,,"(20, 28, 1)",0 days 00:29:00,48.33,RC,2025-03-27 08:35:20
2025-03-27 08:35:20,RC,,"(20, 15, 1)",0 days 00:24:40,41.11,RC,2025-03-27 08:38:00
2025-03-27 08:38:00,RC,,"(28, 15, 1)",0 days 00:22:00,36.67,RC,2025-03-27 08:40:20
2025-03-27 08:40:20,RC,,"(28, 15, 0)",0 days 00:21:40,36.11,PO,2025-03-27 08:52:00
2025-03-27 08:52:00,PO,,"(28, 15, 0)",0 days 00:45:00,75.0,PO,2025-03-27 08:56:20
2025-03-27 08:56:20,PO,,"(28, 2, 0)",0 days 00:40:40,67.78,PO,2025-03-27 08:56:40
2025-03-27 08:56:40,PO,,"(27, 2, 0)",0 days 00:40:20,67.22,PO,2025-03-27 08:57:00
2025-03-27 08:57:00,PO,,"(27, 1, 0)",0 days 00:40:00,66.67,PO,2025-03-27 09:03:20
2025-03-27 09:03:20,PO,,"(8, 1, 0)",0 days 00:33:40,56.11,PO,2025-03-27 09:03:40
2025-03-27 09:03:40,PO,,"(8, 2, 0)",0 days 00:33:20,55.56,D,2025-03-27 09:04:10
2025-03-27 09:04:10,D,PO2UHYKS,"(8, 2, 0)",0 days 00:32:50,54.72,D,2025-03-27 09:04:30
2025-03-27 09:04:30,D,PO2UHYKS,"(8, 1, 0)",0 days 00:32:30,54.17,D,2025-03-27 09:08:30
2025-03-27 09:08:30,D,PO2UHYKS,"(20, 1, 0)",0 days 00:28:30,47.5,D,2025-03-27 09:17:30
2025-03-27 09:17:30,D,PO2UHYKS,"(20, 28, 0)",0 days 00:19:30,32.5,D,2025-03-27 09:20:10
2025-03-27 09:20:10,D,PO2UHYKS,"(28, 28, 0)",0 days 00:16:50,28.06,RC,2025-03-27 09:20:40
2025-03-27 09:20:40,RC,,"(28, 28, 0)",0 days 00:16:20,27.22,RC,2025-03-27 09:23:00
2025-03-27 09:23:00,RC,,"(28, 15, 0)",0 days 00:12:00,20.0,PO,2025-03-27 09:36:10
2025-03-27 09:36:10,PO,,"(28, 15, 0)",0 days 00:38:20,63.89,PO,2025-03-27 09:39:30
2025-03-27 09:39:30,PO,,"(28, 5, 0)",0 days 00:35:00,58.33,PO,2025-03-27 09:43:50
2025-03-27 09:43:50,PO,,"(15, 5, 0)",0 days 00:30:40,51.11,PO,2025-03-27 09:44:10
2025-03-27 09:44:10,PO,,"(15, 5, 1)",0 days 00:30:20,50.56,PO,2025-03-27 09:44:30
2025-03-27 09:44:30,PO,,"(15, 4, 1)",0 days 00:30:00,50.0,D,2025-03-27 09:45:00
2025-03-27 09:45:00,D,4JY2TFWP,"(15, 4, 1)",0 days 00:29:30,49.17,D,2025-03-27 09:48:00
2025-03-27 09:48:00,D,4JY2TFWP,"(15, 13, 1)",0 days 00:26:30,44.17,D,2025-03-27 09:49:40
2025-03-27 09:49:40,D,4JY2TFWP,"(20, 13, 1)",0 days 00:24:50,41.39,D,2025-03-27 09:54:40
2025-03-27 09:54:40,D,4JY2TFWP,"(20, 28, 1)",0 days 00:19:50,33.06,D,2025-03-27 09:57:20
2025-03-27 09:57:20,D,4JY2TFWP,"(28, 28, 1)",0 days 00:17:10,28.61,D,2025-03-27 09:57:40
2025-03-27 09:57:40,D,4JY2TFWP,"(28, 28, 0)",0 days 00:16:50,28.06,RC,2025-03-27 09:58:10
2025-03-27 09:58:10,RC,,"(28, 28, 0)",0 days 00:16:20,27.22,RC,2025-03-27 10:02:30
2025-03-27 10:02:30,RC,,"(28, 15, 0)",0 days 00:12:00,20.0,,
