time,task_type,id,position,battery_time,battery_percentage,next_task,next_time
2025-03-26 08:40:00,PO,,"(14, 7, 0)",0 days 01:00:00,100.0,PO,2025-03-26 08:42:20
2025-03-26 08:42:20,PO,,"(14, 0, 0)",0 days 00:57:40,96.11,A,2025-03-26 08:42:50
2025-03-26 08:42:50,A,MR5ZN79F,"(14, 0, 0)",0 days 00:57:10,95.28,A,2025-03-26 08:43:10
2025-03-26 08:43:10,A,MR5ZN79F,"(14, 1, 0)",0 days 00:56:50,94.72,A,2025-03-26 08:45:10
2025-03-26 08:45:10,A,MR5ZN79F,"(8, 1, 0)",0 days 00:54:50,91.39,A,2025-03-26 08:45:30
2025-03-26 08:45:30,A,MR5ZN79F,"(8, 2, 0)",0 days 00:54:30,90.83,RC,2025-03-26 08:46:00
2025-03-26 08:46:00,RC,,"(8, 2, 0)",0 days 00:54:00,90.0,RC,2025-03-26 08:06:20
2025-03-26 08:06:20,RC,,"(8, 1, 0)",0 days 00:53:40,89.44,RC,2025-03-26 08:08:00
2025-03-26 08:08:00,RC,,"(13, 1, 0)",0 days 00:52:00,86.67,RC,2025-03-26 08:10:00
2025-03-26 08:10:00,RC,,"(13, 7, 0)",0 days 00:50:00,83.33,RC,2025-03-26 08:38:20
2025-03-26 08:38:20,RC,,"(14, 7, 0)",0 days 00:49:40,82.78,PO,2025-03-26 08:39:40
2025-03-26 08:39:40,PO,,"(14, 7, 0)",0 days 00:49:40,82.78,PO,2025-03-26 08:42:00
2025-03-26 08:42:00,PO,,"(14, 0, 0)",0 days 00:47:20,78.89,A,2025-03-26 08:42:30
2025-03-26 08:42:30,A,THAIB2BS,"(14, 0, 0)",0 days 00:46:50,78.06,A,2025-03-26 08:42:50
2025-03-26 08:42:50,A,THAIB2BS,"(14, 1, 0)",0 days 00:46:30,77.5,A,2025-03-26 08:46:50
2025-03-26 08:46:50,A,THAIB2BS,"(2, 1, 0)",0 days 00:42:30,70.83,A,2025-03-26 08:47:30
2025-03-26 08:47:30,A,THAIB2BS,"(2, 1, 2)",0 days 00:41:50,69.72,A,2025-03-26 08:47:50
2025-03-26 08:47:50,A,THAIB2BS,"(2, 2, 2)",0 days 00:41:30,69.17,RC,2025-03-26 08:48:20
2025-03-26 08:48:20,RC,,"(2, 2, 2)",0 days 00:41:00,68.33,RC,2025-03-26 08:22:40
2025-03-26 08:22:40,RC,,"(2, 1, 2)",0 days 00:40:40,67.78,RC,2025-03-26 08:24:20
2025-03-26 08:24:20,RC,,"(13, 1, 2)",0 days 00:37:00,61.67,RC,2025-03-26 08:26:20
2025-03-26 08:26:20,RC,,"(13, 7, 2)",0 days 00:35:00,58.33,RC,2025-03-26 08:26:40
2025-03-26 08:26:40,RC,,"(14, 7, 2)",0 days 00:34:40,57.78,RC,2025-03-26 08:43:20
2025-03-26 08:43:20,RC,,"(14, 7, 0)",0 days 00:34:00,56.67,PO,2025-03-26 14:02:00
2025-03-26 14:02:00,PO,,"(14, 7, 0)",0 days 00:48:00,80.0,PO,2025-03-26 14:04:00
2025-03-26 14:04:00,PO,,"(14, 13, 0)",0 days 00:46:00,76.67,PO,2025-03-26 14:08:20
2025-03-26 14:08:20,PO,,"(1, 13, 0)",0 days 00:41:40,69.44,PO,2025-03-26 14:09:00
2025-03-26 14:09:00,PO,,"(1, 11, 0)",0 days 00:41:00,68.33,PO,2025-03-26 14:09:20
2025-03-26 14:09:20,PO,,"(1, 11, 1)",0 days 00:40:40,67.78,PO,2025-03-26 14:09:40
2025-03-26 14:09:40,PO,,"(2, 11, 1)",0 days 00:40:20,67.22,D,2025-03-26 14:10:10
2025-03-26 14:10:10,D,NF3CNNTS,"(2, 11, 1)",0 days 00:39:50,66.39,D,2025-03-26 14:10:30
2025-03-26 14:10:30,D,NF3CNNTS,"(1, 11, 1)",0 days 00:39:30,65.83,D,2025-03-26 14:11:30
2025-03-26 14:11:30,D,NF3CNNTS,"(1, 14, 1)",0 days 00:38:30,64.17,D,2025-03-26 14:15:50
2025-03-26 14:15:50,D,NF3CNNTS,"(14, 14, 1)",0 days 00:34:10,56.94,D,2025-03-26 14:16:10
2025-03-26 14:16:10,D,NF3CNNTS,"(14, 14, 0)",0 days 00:33:50,56.39,RC,2025-03-26 14:18:40
2025-03-26 14:18:40,RC,,"(14, 14, 0)",0 days 00:33:20,55.56,RC,2025-03-26 14:19:00
2025-03-26 14:19:00,RC,,"(14, 7, 0)",0 days 00:31:00,51.67,PO,2025-03-26 14:24:40
2025-03-26 14:24:40,PO,,"(14, 7, 0)",0 days 00:31:00,51.67,PO,2025-03-26 14:25:20
2025-03-26 14:25:20,PO,,"(14, 9, 0)",0 days 00:30:20,50.56,PO,2025-03-26 14:27:40
2025-03-26 14:27:40,PO,,"(7, 9, 0)",0 days 00:28:00,46.67,PO,2025-03-26 14:28:00
2025-03-26 14:28:00,PO,,"(7, 9, 1)",0 days 00:27:40,46.11,PO,2025-03-26 14:28:20
2025-03-26 14:28:20,PO,,"(7, 10, 1)",0 days 00:27:20,45.56,D,2025-03-26 14:28:50
2025-03-26 14:28:50,D,5ACG7PA1,"(7, 10, 1)",0 days 00:26:50,44.72,D,2025-03-26 14:29:10
2025-03-26 14:29:10,D,5ACG7PA1,"(7, 9, 1)",0 days 00:26:30,44.17,D,2025-03-26 14:31:10
2025-03-26 14:31:10,D,5ACG7PA1,"(13, 9, 1)",0 days 00:24:30,40.83,D,2025-03-26 14:32:50
